icao_code,iata_code,airport_name,city,country,lat_degrees,lat_minutes,lat_seconds,lat_direction,lon_degrees,lon_minutes,lon_seconds,lon_direction,altitude,lat_dec,lon_dec
LPPI,PIX,PICO,PICO,ACORES,038,033,016,N,028,026,023,W,00034,38.554,-28.44
LPPM,N/A,PORTIMAO,PORTIMAO,ACORES,037,008,057,N,008,035,002,W,00002,37.149,-8.584
LPPO,N/A,N/A,SANTA MARIA OAC/FIR,PORTUGAL,000,000,000,U,000,000,000,U,00000,0,0
LPPR,OPO,PORTO,PORTO,ACORES,041,014,053,N,008,040,053,W,00070,41.248,-8.681
LPPS,PXO,PORTO SANTO,PORTO SANTO,MADEIRA,033,004,024,N,016,020,059,W,00104,33.073,-16.35
LPPT,LIS,LISBOA,LISBON,PORTUGAL,038,046,052,N,009,008,009,W,00114,38.781,-9.136
LPPV,N/A,N/A,PRAIA VERDE,ACORES,000,000,000,U,000,000,000,U,00000,0,0
LPSA,N/A,N/A,SALEMAS,PORTUGAL,000,000,000,U,000,000,000,U,00000,0,0
LPSC,N/A,N/A,SANTA CRUZ,ACORES,000,000,000,U,000,000,000,U,00000,0,0
LPSI,N/A,N/A,SINES,ACORES,000,000,000,U,000,000,000,U,00000,0,0
LPSJ,SJZ,SAO JORGE,SAO JORGE ISLAND,ACORES,038,039,055,N,028,010,032,W,00095,38.665,-28.176
LPST,N/A,SINTRA,SINTRA,ACORES,038,049,051,N,009,020,022,W,00135,38.831,-9.339
LPTN,N/A,TANCOS,TANCOS,ACORES,039,028,030,N,008,021,052,W,00082,39.475,-8.364
LPVR,VRL,VILA REAL,VILA REAL,ACORES,041,016,027,N,007,043,013,W,00551,41.274,-7.72
LPVZ,N/A,VISEU,VISEU,ACORES,040,043,031,N,007,053,020,W,00628,40.725,-7.889
LQBK,N/A,BANJA LUKA,BANJA LUKA,BOSNIA-HERCEGOVINA,044,056,029,N,017,017,051,E,00122,44.941,17.298
LQMO,OMO,MOSTAR,MOSTAR,BOSNIA-HERCEGOVINA,043,016,058,N,017,050,045,E,00048,43.283,17.846
LQSA,SJJ,SARAJEVO,SARAJEVO,BOSNIA-HERCEGOVINA,043,049,028,N,018,019,053,E,00521,43.824,18.331
LRAR,ARW,ARAD,ARAD,ROMANIA,046,010,035,N,021,015,043,E,00108,46.176,21.262
LRBC,BCM,BACAU,BACAU,ROMANIA,046,031,019,N,026,054,037,E,00186,46.522,26.91
LRBM,BAY,TAUTII MAGHERAUS,BAIA MARE,ROMANIA,047,039,030,N,023,028,012,E,00185,47.658,23.47
LRBS,BBU,BANEASA,BUCHAREST,ROMANIA,044,030,011,N,026,006,007,E,00091,44.503,26.102
LRCK,CND,MIHAIL KOGALNICEANU,CONSTANTA,ROMANIA,044,021,044,N,028,029,018,E,00108,44.362,28.488
LRCL,CLJ,SOMESENI,CLUJ-NAPOCA,ROMANIA,046,047,006,N,023,041,010,E,00316,46.785,23.686
LRCS,CSB,CARANSEBES,CARANSEBES,ROMANIA,045,025,012,N,022,015,012,E,00264,45.42,22.253
LRCV,CRA,CRAIOVA,CRAIOVA,ROMANIA,044,019,005,N,023,053,019,E,00191,44.318,23.889
LRIA,IAS,IASI,IASI,ROMANIA,047,010,044,N,027,037,012,E,00122,47.179,27.62
LROD,OMR,ORADEA,ORADEA,ROMANIA,047,001,031,N,021,054,009,E,00142,47.025,21.902
LROP,OTP,OTOPENI,BUCHAREST,ROMANIA,044,034,025,N,026,006,012,E,00096,44.574,26.103
LRSB,SBZ,SIBIU,SIBIU,ROMANIA,045,047,008,N,024,005,028,E,00456,45.786,24.091
LRSM,SUJ,SATU MARE,SATU MARE,ROMANIA,047,042,012,N,022,053,008,E,00127,47.703,22.886
LRSV,SCV,SALCEA,SUCEAVA,ROMANIA,047,041,015,N,026,021,014,E,00420,47.688,26.354
LRTC,TCE,CATALOI,TULCEA,ROMANIA,045,003,044,N,028,042,051,E,00061,45.062,28.714
LRTM,TGM,VIDRASAU,TIRGU MURES,ROMANIA,046,028,003,N,024,024,045,E,00294,46.468,24.412
LRTR,TSR,GIARMATA,TIMISOARA,ROMANIA,045,048,036,N,021,020,016,E,00107,45.81,21.338
LSAS,N/A,N/A,SWITZERLAND FIR/UIR,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSAW,N/A,N/A,SWITZERLAND,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSAZ,N/A,REICHENBACH,ZURICH AREA,SWITZERLAND,046,036,049,N,007,040,040,E,00705,46.614,7.678
LSBB,N/A,N/A,BERNA RADIO,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSER,N/A,N/A,RARON,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSEZ,N/A,N/A,ZERMATT,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSGB,N/A,N/A,BEX,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSGC,N/A,LES EPLATURES,LES EPLATURES,SWITZERLAND,047,005,001,N,006,047,034,E,01026,47.084,6.793
LSGE,N/A,N/A,ECUVILLENS,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSGG,GVA,GENEVA COINTRIN,GENEVA,SWITZERLAND,046,014,017,N,006,006,032,E,00431,46.238,6.109
LSGK,N/A,SAANEN,SAANEN,SWITZERLAND,046,029,015,N,007,015,003,E,01008,46.488,7.251
LSGL,N/A,N/A,LAUSANNE,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSGN,N/A,N/A,NEUCHATEL,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSGP,N/A,N/A,LA COTE,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSGS,SIR,SION,SION,SWITZERLAND,046,013,010,N,007,019,036,E,00482,46.219,7.327
LSGT,N/A,N/A,GRUYERES,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSGY,N/A,N/A,YVERDON-LES-BAINS,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSHA,N/A,N/A,GSTAAD,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSHC,N/A,N/A,COLLOMBEY-MURAZ,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSHG,N/A,N/A,GAMPEL,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSHS,N/A,N/A,SEZEGNIN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSMA,N/A,ALPNACH,ALPNACH,SWITZERLAND,046,056,038,N,008,017,003,E,00446,46.944,8.284
LSMB,N/A,N/A,BERN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSMC,N/A,ULRICHEN,ULRICHEN,SWITZERLAND,046,030,004,N,008,017,044,E,01348,46.501,8.296
LSMD,N/A,DUBENDORF,DUBENDORF,SWITZERLAND,047,023,055,N,008,038,053,E,00449,47.399,8.648
LSME,N/A,EMMEN,EMMEN,SWITZERLAND,047,005,032,N,008,018,018,E,00427,47.092,8.305
LSMF,N/A,MOLLIS,MOLLIS,SWITZERLAND,047,004,043,N,009,003,053,E,00453,47.079,9.065
LSMG,N/A,N/A,SAANEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSMH,N/A,N/A,ST. STEPHAN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSMI,N/A,INTERLAKEN,INTERLAKEN,SWITZERLAND,046,040,035,N,007,052,045,E,00577,46.676,7.879
LSMJ,N/A,TURTMANN,TURTMANN,SWITZERLAND,046,018,014,N,007,042,052,E,00628,46.304,7.714
LSML,N/A,N/A,LODRINO,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSMM,N/A,MEIRINGEN,MEIRINGEN,SWITZERLAND,046,044,036,N,008,006,036,E,00580,46.743,8.11
LSMN,N/A,RARON,RARON,SWITZERLAND,046,018,013,N,007,049,024,E,00638,46.304,7.823
LSMO,N/A,N/A,LOCARNO,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSMP,N/A,PAYERNE,PAYERNE,SWITZERLAND,046,050,035,N,006,054,054,E,00447,46.843,6.915
LSMR,N/A,N/A,AMBRI,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSMS,N/A,N/A,SION,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSMU,N/A,BUOCHS AIRPORT,BUOCHS,SWITZERLAND,046,058,029,N,008,023,056,E,00449,46.975,8.399
LSPA,N/A,N/A,AMLIKON,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSPD,N/A,N/A,DITTINGEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSPF,N/A,N/A,SCHAFFHAUSEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSPH,N/A,N/A,WINTERTHUR,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSPK,N/A,N/A,HASENSTRICK,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSPL,N/A,N/A,LANGENTHAL,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSPN,N/A,N/A,TRIENGEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSPV,N/A,N/A,WANGEN-LACHEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSSS,N/A,N/A,GENEVA,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSSW,N/A,ZURICH MET,ZURICH,SWITZERLAND,047,023,000,N,008,034,000,E,00000,47.383,8.567
LSTB,N/A,N/A,BELLECHASSE,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSTO,N/A,N/A,MOTIERS,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSTR,N/A,N/A,MONTRICHIER,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSXB,N/A,N/A,BALZERS,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSXD,N/A,N/A,DOMAT-EMS,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSXE,N/A,N/A,ERSTFELD,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSXG,N/A,N/A,GSTEIGWILER,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSXH,N/A,N/A,HOLZIKEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSXK,N/A,N/A,BENKEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSXL,N/A,N/A,LAUTERBRUNNEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSXM,SMV,N/A,ST. MORITZ,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSXN,N/A,N/A,HALTIKON,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSXO,N/A,N/A,GOSSAU,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSXP,N/A,N/A,PFAFFENAU,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSXS,N/A,N/A,SCHINDELLEGI,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSXT,N/A,N/A,TROGEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSXU,N/A,N/A,UNTERVAZ,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSXV,N/A,N/A,SAN VITTORE,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSXW,N/A,N/A,WURENLINGEN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZA,LUG,LUGANO,LUGANO,SWITZERLAND,046,000,015,N,008,054,038,E,00279,46.004,8.911
LSZB,BRN,BERN BELP,BERN,SWITZERLAND,046,054,050,N,007,029,049,E,00510,46.914,7.497
LSZD,N/A,N/A,ASCONA,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZE,N/A,N/A,BAD RAGAZ,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZF,N/A,N/A,BIRRFELD,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZG,N/A,GRENCHEN,GRENCHEN,SWITZERLAND,047,010,053,N,007,025,001,E,00431,47.181,7.417
LSZH,ZRH,ZURICH,ZURICH,SWITZERLAND,047,027,053,N,008,032,057,E,00432,47.465,8.549
LSZI,N/A,N/A,FRICKTAL-SCHUPFART,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZJ,N/A,N/A,COUTELARY,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZK,N/A,N/A,SPECK-FEHRALTORF,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZL,N/A,N/A,LOCARNO,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZM,N/A,N/A,BASEL,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZN,N/A,N/A,HAUSEN AM ALBIS,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZO,N/A,N/A,LUZERN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZP,N/A,N/A,BIEL,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZR,ACH,ST GALLEN ALTENRHEIN,ALTENRHEIN,SWITZERLAND,047,029,006,N,009,033,038,E,00399,47.485,9.561
LSZS,SMV,SAMEDAN,SAMEDAN,SWITZERLAND,046,031,057,N,009,052,058,E,01707,46.532,9.883
LSZT,N/A,N/A,LOMMIS,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZU,N/A,N/A,BUTTWIL,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZV,N/A,N/A,SITTERDORF,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZW,N/A,N/A,THUN,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZX,N/A,N/A,SCHANIS,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LSZY,N/A,N/A,PORRENTURY,SWITZERLAND,000,000,000,U,000,000,000,U,00000,0,0
LTAA,N/A,ANKARA ACC,ANKARA ACC/FIR/FIC,TURKEY,040,000,000,N,032,000,000,E,00000,40,32
LTAB,N/A,GUVERCINLIK,ANKARA,TURKEY,039,056,005,N,032,044,026,E,00822,39.935,32.741
LTAC,ESB,ESENBOGA,ANKARA,TURKEY,040,007,041,N,032,059,042,E,00953,40.128,32.995
LTAD,ANK,ETIMESGUT,ANKARA,TURKEY,039,056,059,N,032,041,019,E,00800,39.95,32.689
LTAE,N/A,AKINCI,ANKARA,TURKEY,040,004,044,N,032,033,056,E,00843,40.079,32.566
LTAF,ADA,ADANA,ADANA,TURKEY,036,058,055,N,035,016,049,E,00020,36.982,35.28
LTAG,ADA,INCIRLIK AB,ADANA,TURKEY,037,000,007,N,035,025,033,E,00073,37.002,35.426
LTAH,AFY,AFYON,AFYON,TURKEY,038,043,034,N,030,036,004,E,01009,38.726,30.601
LTAI,AYT,ANTALYA,ANTALYA,TURKEY,036,054,005,N,030,047,030,E,00054,36.901,30.792
LTAJ,GZT,OGUZELI,GAZIANTEP,TURKEY,036,056,053,N,037,028,045,E,00706,36.948,37.479
LTAK,N/A,ISKENDERUN,ISKENDERUN,TURKEY,036,034,024,N,036,009,014,E,00008,36.573,36.154
LTAL,N/A,KASTAMONU,KASTAMONU,TURKEY,041,018,050,N,033,047,045,E,01073,41.314,33.796
LTAM,N/A,N/A,KAYSERI,TURKEY,000,000,000,U,000,000,000,U,00000,0,0
LTAN,KYA,KONYA,KONYA,TURKEY,037,058,044,N,032,033,042,E,01031,37.979,32.562
LTAO,N/A,N/A,MALATYA,TURKEY,000,000,000,U,000,000,000,U,00000,0,0
LTAP,MZH,MERZIFON,MERZIFON,TURKEY,040,049,045,N,035,031,019,E,00545,40.829,35.522
LTAQ,SSX,SAMSUN AIRPORT,SAMSUN,TURKEY,041,016,035,N,036,018,013,E,00160,41.276,36.304
LTAR,VAS,SIVAS,SIVAS,TURKEY,039,048,049,N,036,054,012,E,01596,39.814,36.903
LTAS,N/A,CAYCUMA,ZONGULDAK,TURKEY,041,030,057,N,032,005,059,E,00002,41.516,32.1
LTAT,MLX,ERHAC,MALATYA,TURKEY,038,026,009,N,038,005,030,E,00862,38.436,38.092
LTAU,ASR,ERKILET,KAYSERI,TURKEY,038,046,013,N,035,029,043,E,01069,38.77,35.495
LTAV,N/A,SIVRIHISAR,SIVRIHISAR,TURKEY,039,027,005,N,031,021,055,E,00971,39.451,31.365
LTAW,N/A,TOKAT,TOKAT,TURKEY,040,018,018,N,036,022,004,E,00559,40.305,36.368
LTAX,N/A,ERDEMIR,EREGLI,TURKEY,041,015,016,N,031,024,054,E,00005,41.254,31.415
LTAY,DNZ,CARDAK,DENIZLI,TURKEY,037,047,006,N,029,042,004,E,00852,37.785,29.701
LTAZ,N/A,KAPADOKYA,NEVSEHIR,TURKEY,038,046,018,N,034,032,003,E,00945,38.772,34.534
LTBA,IST,ATATURK,ISTANBUL,TURKEY,040,058,036,N,028,049,016,E,00050,40.977,28.821
LTBB,N/A,N/A,ISTANBUL FIR/ACC/FIC,TURKEY,000,000,000,U,000,000,000,U,00000,0,0
LTBC,N/A,N/A,ALASEHIR,TURKEY,000,000,000,U,000,000,000,U,00000,0,0
LTBD,N/A,CILDIR,AYDIN,TURKEY,037,048,057,N,027,053,010,E,00032,37.816,27.886
LTBE,BTZ,BURSA,BURSA,TURKEY,040,013,054,N,029,000,033,E,00101,40.232,29.009
LTBF,BZI,BALIKESIR,BALIKESIR,TURKEY,039,037,008,N,027,055,029,E,00101,39.619,27.925
LTBG,BDM,BANDIRMA,BANDIRMA,TURKEY,040,019,004,N,027,058,039,E,00051,40.318,27.977
LTBH,N/A,CANAKKALE,CANAKKALE,TURKEY,040,008,015,N,026,025,036,E,00008,40.138,26.427
LTBI,ESK,ESKISEHIR,ESKISEHIR,TURKEY,039,047,002,N,030,034,055,E,00787,39.784,30.582
LTBJ,ADB,ADNAN MENDERES,IZMIR,TURKEY,038,017,032,N,027,009,025,E,00126,38.292,27.157
LTBK,N/A,GAZIEMIR,IZMIR,TURKEY,038,019,009,N,027,009,035,E,00132,38.319,27.16
LTBL,IGL,CIGLI,IZMIR,TURKEY,038,030,047,N,027,000,036,E,00006,38.513,27.01
LTBM,N/A,ISPARTA,ISPARTA,TURKEY,037,047,007,N,030,034,054,E,00991,37.785,30.582
LTBN,N/A,KUTAHYA,KUTAHYA,TURKEY,039,025,036,N,030,000,059,E,00921,39.427,30.016
LTBO,N/A,USAK,USAK,TURKEY,038,040,052,N,029,028,017,E,00884,38.681,29.471
LTBP,N/A,YALOVA,YALOVA,TURKEY,040,041,000,N,029,022,043,E,00002,40.683,29.379
LTBQ,N/A,TOPEL,TOPEL,TURKEY,040,044,006,N,030,004,059,E,00056,40.735,30.083
LTBR,N/A,YENISEHIR,YENISEHIR,TURKEY,040,015,018,N,029,033,045,E,00233,40.255,29.563
LTBS,DLM,DALAMAN,DALAMAN,TURKEY,036,042,047,N,028,047,033,E,00007,36.713,28.793
LTBT,N/A,AKHISAR,AKHISAR,TURKEY,038,048,031,N,027,050,001,E,00075,38.809,27.834
LTBU,N/A,CORLU,CORLU,TURKEY,041,008,017,N,027,055,008,E,00175,41.138,27.919
LTBV,N/A,N/A,BODRUM,TURKEY,000,000,000,U,000,000,000,U,00000,0,0
LTBW,N/A,N/A,ISTANBUL,TURKEY,000,000,000,U,000,000,000,U,00000,0,0
LTBX,N/A,SAMANDIRA,ISTANBUL,TURKEY,040,059,034,N,029,012,059,E,00122,40.993,29.216
LTBY,N/A,ANADOLU,ESKISSEHIR,TURKEY,039,048,035,N,030,031,010,E,00790,39.81,30.519
LTBZ,N/A,N/A,MANISA,TURKEY,000,000,000,U,000,000,000,U,00000,0,0
LTCA,EZS,ELAZIG,ELAZIG,TURKEY,038,036,024,N,039,017,029,E,00893,38.607,39.291
LTCB,N/A,N/A,AGRI,TURKEY,000,000,000,U,000,000,000,U,00000,0,0
LTCC,DIY,DIYARBAKIR,DIYABAKIR,TURKEY,037,053,037,N,040,012,002,E,00687,37.894,40.201
LTCD,ERC,ERZINCAN,ERZINCAN,TURKEY,039,042,036,N,039,031,034,E,01154,39.71,39.526
LTCE,ERZ,ERZURUM,ERZURUM,TURKEY,039,057,023,N,041,010,012,E,01757,39.956,41.17
LTCF,N/A,KARS,KARS,TURKEY,040,033,044,N,043,006,054,E,01795,40.562,43.115
LTCG,TZX,TRABZON,TRABZON,TURKEY,040,059,042,N,039,047,023,E,00032,40.995,39.79
LTCH,N/A,SANLIURFA,SANLIURFA,TURKEY,037,005,031,N,038,050,046,E,00453,37.092,38.846
LTCI,VAN,VAN,VAN,TURKEY,038,028,005,N,043,019,056,E,01669,38.468,43.332
LTCJ,BAL,BATMAN,BATMAN,TURKEY,037,055,044,N,041,006,058,E,00556,37.929,41.116
LTCK,N/A,MUS,MUS,TURKEY,038,045,016,N,041,039,040,E,01268,38.754,41.661
LTCL,N/A,SIIRT,SIIRT,TURKEY,037,058,043,N,041,050,025,E,00610,37.979,41.84
LTCM,N/A,SINOP,NINIOP,TURKEY,042,001,008,N,035,004,045,E,00008,42.019,35.079
LTFA,N/A,KAKLIC,IZMIR,TURKEY,038,031,003,N,026,058,038,E,00005,38.517,26.977
LTFB,N/A,EFES,IZMIR,TURKEY,037,057,002,N,027,019,044,E,00004,37.951,27.329
LUBL,N/A,BALTI,SALTSY,MOLDOVA,047,050,016,N,027,046,052,E,00232,47.838,27.781
LUCH,N/A,N/A,CAHUL,MOLDOVA,000,000,000,U,000,000,000,U,00000,0,0
LUCL,N/A,N/A,CHADIR,MOLDOVA,000,000,000,U,000,000,000,U,00000,0,0
LUCM,N/A,N/A,CAMENCA,MOLDOVA,000,000,000,U,000,000,000,U,00000,0,0
LUKA,N/A,N/A,KICHINAU CAA,MOLDOVA,000,000,000,U,000,000,000,U,00000,0,0
LUKK,KIV,CHISINAU,KICHINAU FIR/ACC/COM,MOLDOVA,046,055,040,N,028,055,053,E,00122,46.928,28.931
LUSR,N/A,N/A,SOROCA,MOLDOVA,000,000,000,U,000,000,000,U,00000,0,0
LUTG,N/A,N/A,TIGHINA,MOLDOVA,000,000,000,U,000,000,000,U,00000,0,0
LUTR,N/A,N/A,TIRASPOL,MOLDOVA,000,000,000,U,000,000,000,U,00000,0,0
LWOH,OHD,OHRID,OHRID,FORMER MACEDONIA,041,010,047,N,020,044,032,E,00706,41.18,20.742
LWSK,SKP,SKOPJE,SKOPJE,FORMER MACEDONIA,041,057,041,N,021,037,017,E,00239,41.961,21.621
LXGB,GIB,GIBRALTAR,GIBRALTAR,GIBRALTAR,036,009,003,N,005,020,058,W,00005,36.151,-5.349
LYBA,N/A,N/A,BEOGRAD ACC,YUGOSLAVIA,000,000,000,U,000,000,000,U,00000,0,0
LYBE,BEG,BEOGRAD,BEOGRAD,YUGOSLAVIA,044,049,006,N,020,018,032,E,00103,44.818,20.309
LYNI,INI,N/A,NIS,YUGOSLAVIA,000,000,000,U,000,000,000,U,00000,0,0
LYPG,TGD,PODGORICA,PODGORICA,YUGOSLAVIA,042,021,033,N,019,015,006,E,00037,42.359,19.252
LYPR,PRN,PRISTINA,PRISTINA,YUGOSLAVIA,042,034,022,N,021,002,009,E,00546,42.573,21.036
LYTV,TIV,TIVAT,TIVAT,YUGOSLAVIA,042,024,016,N,018,043,023,E,00007,42.404,18.723
LYVR,N/A,VRSAC,VRSAC,YUGOSLAVIA,045,008,048,N,021,018,035,E,00085,45.147,21.31
LYYY,N/A,N/A,BEOGRAD AFTN CENTER,YUGOSLAVIA,000,000,000,U,000,000,000,U,00000,0,0
LZBB,N/A,N/A,BRATISLAVA FIR,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZDB,N/A,N/A,DUBNICA,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZHL,N/A,N/A,HOLIC,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZIB,BTS,M R STEFANIK,BRATISLAVA,SLOVAKIA,048,010,012,N,017,012,045,E,00133,48.17,17.212
LZKC,N/A,N/A,HUMENNE,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZKZ,KSC,KOSICE,KOSICE,SLOVAKIA,048,039,047,N,021,014,028,E,00231,48.663,21.241
LZLU,N/A,N/A,LUCENEC,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZMA,N/A,N/A,MARTIN,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZMC,N/A,MALACKY,MALACKY,SLOVAKIA,048,024,007,N,017,007,006,E,00207,48.402,17.118
LZNI,N/A,N/A,NITRA,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZNZ,N/A,N/A,NOVE ZAMKY,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZOC,N/A,N/A,ZVOLEN,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZPE,N/A,N/A,PRIEVIDZA,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZPP,PZY,PIESTANY,PIESTANY,SLOVAKIA,048,037,030,N,017,049,042,E,00167,48.625,17.828
LZPT,N/A,N/A,PARTIZANSKE,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZPW,N/A,N/A,PRESOV,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZRU,N/A,N/A,RUZOMBEROK,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZRY,N/A,N/A,SABINOV,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZSE,N/A,N/A,SENICA,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZSL,SLD,SLIAC,SLIAC,SLOVAKIA,048,038,016,N,019,008,002,E,00318,48.638,19.134
LZSV,N/A,N/A,SPISSKA NOVA VES,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZTN,N/A,TRENCIN,TRENCIN,SLOVAKIA,048,051,054,N,017,059,032,E,00207,48.865,17.992
LZTR,N/A,N/A,TRNAVA,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZTT,TAT,TATRY,POPRAD,SLOVAKIA,049,004,024,N,020,014,027,E,00719,49.073,20.241
LZVB,N/A,N/A,BRATISLAVA,SLOVAKIA,000,000,000,U,000,000,000,U,00000,0,0
LZZI,N/A,ZILINA,ZILINA,SLOVAKIA,049,013,054,N,018,036,049,E,00311,49.232,18.614
MBJT,GDT,N/A,GRAND TURK,TURKS & CAICOS I.,000,000,000,U,000,000,000,U,00000,0,0
MBMC,MDS,N/A,MIDDLE CAICOS,TURKS & CAICOS I.,000,000,000,U,000,000,000,U,00000,0,0
MBNC,NCA,NORTH CAICOS,NORTH CAICOS,TURKS & CAICOS I.,021,055,002,N,071,056,022,W,00004,21.917,-71.939
MBPI,N/A,N/A,PINE CAY,TURKS & CAICOS I.,000,000,000,U,000,000,000,U,00000,0,0
MBPV,PLS,PROVIDENCIALES,PROVIDENCIALES,TURKS & CAICOS I.,021,046,025,N,072,015,057,W,00005,21.774,-72.266
MBSC,XSC,SOUTH CAICOS,SOUTH CAICOS,TURKS & CAICOS I.,021,030,056,N,071,031,042,W,00002,21.516,-71.528
MBSY,SLX,N/A,SALT CAY,TURKS & CAICOS I.,000,000,000,U,000,000,000,U,00000,0,0
MDAB,N/A,ARROYO BARRIL,SAMANA,DOMINICAN REPUBLIC,019,011,055,N,069,025,048,W,00036,19.199,-69.43
MDAD,N/A,N/A,AZUA,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0,0
MDAN,N/A,N/A,COTUI,DOMINICAN REPUBLIC,000,000,000,U,000,000,000,U,00000,0,0
